set,run,raw_path,sha256,git_blob_oid,acquisition_id,raw_bytes,artifact_role,release_eligible,intake_policy_version,intake_implementation_parity_target,intake_decision_manifest_version,qc_disposition,intake_ramp_review_required,intake_ramp_review_ramp_gf_per_mm,intake_ramp_review_retained_median_gf_per_mm,intake_ramp_review_signed_deviation_pct,intake_ramp_review_absolute_deviation_pct,intake_ramp_review_threshold_pct,rows,malformed_rows,nonfinite_values,header_exact,millis_strictly_increasing,millis_monotonic,interval_median_ms,interval_p95_ms,interval_max_ms,timing_gap_count,effective_speed_mm_s,rate_cohort_conform,phase_reversals_press,phase_reversals_return,max_travel_row_count,turnaround_documented_duplicate,turnaround_detail,turnaround_travel_delta_mm,turnaround_step_delta,travel_step_violations,steps_continuity_violations,travel_steps_ratio_violations,grid_conforming,invalid_turnaround,missing_duplicate_turnaround,x_start_mm,x_max_mm,x_end_mm,press_span_mm,return_span_mm,return_rows,return_completion_fraction,origin_zone_conform,endpoint_zone_conform,press_span_conform,return_span_conform,return_completion_conform,return_rows_supplementary_ok,incomplete_press,incomplete_return,short_return,bad_origin,bad_return_endpoint,cropped_stroke,loadcell_saturation,force_spikes,raw_adc_dropout_count,stale_force_max_run_press,stale_force_flag,raw_cal_sign_disagreements,min_raw,min_cal_g,negative_observed,negative_class,negative_at_x_mm,negative_phase
BKE_Redux_v1_Heavy_01,DataLog_2.csv,BKE_Redux_v1_Heavy_01/DataLog_2.csv,08419fc1da7eea085c23ffa6a8add0192cb4ae5800120d5f62813eee08c23c3c,dad92d64e0557a666097622eb4000f6846ba6f7d,acq_sha256:08419fc1da7eea085c23ffa6a8add0192cb4ae5800120d5f62813eee08c23c3c,54751,canonical_retention_authority,True,intake-qc-v1.4,test-imp 1.1.4,2,pass,False,,,,,,1488,0,0,True,True,True,34.0,34.0,202.0,2,0.14761904761904762,True,0,0,2,True,"{'boundary_present': True, 'consecutive_max_rows': True, 'travel_identical': True, 'steps_identical': True, 'is_expected_shared_maximum': True, 'phase_split_satisfied': True}",0.0,0.0,0,0,0,True,False,False,0.005,3.715,-0.005,3.71,3.7199999999999998,745,1.0026954177897573,True,True,True,True,True,True,False,False,False,False,False,False,False,0,0,0,False,0,1381.0,0.1208,False,,,
BKE_Redux_v1_Heavy_02,DataLog_1.csv,BKE_Redux_v1_Heavy_02/DataLog_1.csv,d2c8a632b70b3d5def4c020775be0e22a1b41454ddf27ad149bb652b27943118,a670954fa6b82967f43e495758ff4d089cc66047,acq_sha256:d2c8a632b70b3d5def4c020775be0e22a1b41454ddf27ad149bb652b27943118,53267,canonical_retention_authority,True,intake-qc-v1.4,test-imp 1.1.4,2,pass,False,,,,,,1495,0,0,True,True,True,34.0,34.0,157.0,1,0.14850008945788523,True,0,0,2,True,"{'boundary_present': True, 'consecutive_max_rows': True, 'travel_identical': True, 'steps_identical': True, 'is_expected_shared_maximum': True, 'phase_split_satisfied': True}",0.0,0.0,0,0,0,True,False,False,0.005,3.735,0.0,3.73,3.735,748,1.0013404825737264,True,True,True,True,True,True,False,False,False,False,False,False,False,0,0,1,False,0,3373.0,0.6239,False,,,
BKE_Redux_v1_Heavy_02,DataLog_2.csv,BKE_Redux_v1_Heavy_02/DataLog_2.csv,e3064b3de8e1c2e67d8a03987534ebeb463d118a55c5298e2e21a08c21ce5caf,4188075f5054de4db8c123e99ae79adf642a5a97,acq_sha256:e3064b3de8e1c2e67d8a03987534ebeb463d118a55c5298e2e21a08c21ce5caf,54762,canonical_retention_authority,True,intake-qc-v1.4,test-imp 1.1.4,2,pass,False,,,,,,1493,0,0,True,True,True,34.0,34.0,168.0,2,0.14786515964290664,True,0,0,2,True,"{'boundary_present': True, 'consecutive_max_rows': True, 'travel_identical': True, 'steps_identical': True, 'is_expected_shared_maximum': True, 'phase_split_satisfied': True}",0.0,0.0,0,0,0,True,False,False,0.005,3.725,-0.01,3.72,3.735,748,1.004032258064516,True,True,True,True,True,True,False,False,False,False,False,False,False,0,0,1,False,0,226.0,0.0568,False,,,
BKE_Redux_v1_Heavy_03,DataLog_2.csv,BKE_Redux_v1_Heavy_03/DataLog_2.csv,29e86769730e65b01be38dd0e9508f142c4f92d2a6ba9b7819d6cb28f5e4e7d9,e7a1ab0fcd5a4267cbd60d822d61d2a868ec9cbe,acq_sha256:29e86769730e65b01be38dd0e9508f142c4f92d2a6ba9b7819d6cb28f5e4e7d9,52905,canonical_retention_authority,True,intake-qc-v1.4,test-imp 1.1.4,2,pass,False,,,,,,1480,0,0,True,True,True,34.0,34.0,191.0,2,0.1480977445113775,True,0,0,2,True,"{'boundary_present': True, 'consecutive_max_rows': True, 'travel_identical': True, 'steps_identical': True, 'is_expected_shared_maximum': True, 'phase_split_satisfied': True}",0.0,0.0,0,0,0,True,False,False,0.005,3.695,-0.005,3.69,3.6999999999999997,741,1.002710027100271,True,True,True,True,True,True,False,False,False,False,False,False,False,0,0,1,False,0,3928.0,0.6586,False,,,
BKE_Redux_v1_Heavy_03,DataLog_3.csv,BKE_Redux_v1_Heavy_03/DataLog_3.csv,158fec1f645cfb0adbb9cc11638770dd8b11c7d30d4500fee100afe4dfcafd3c,8b9a150ea29aabb5ad19269a013a0d68765d49f3,acq_sha256:158fec1f645cfb0adbb9cc11638770dd8b11c7d30d4500fee100afe4dfcafd3c,52974,canonical_retention_authority,True,intake-qc-v1.4,test-imp 1.1.4,2,pass,False,,,,,,1480,0,0,True,True,True,34.0,34.0,56.0,0,0.14878857947119734,True,0,0,2,True,"{'boundary_present': True, 'consecutive_max_rows': True, 'travel_identical': True, 'steps_identical': True, 'is_expected_shared_maximum': True, 'phase_split_satisfied': True}",0.0,0.0,0,0,0,True,False,False,0.005,3.695,-0.005,3.69,3.6999999999999997,741,1.002710027100271,True,True,True,True,True,True,False,False,False,False,False,False,False,0,0,1,False,0,3164.0,0.4818,False,,,
BKE_Redux_v1_Heavy_03,DataLog_4.csv,BKE_Redux_v1_Heavy_03/DataLog_4.csv,bb3e685d3f8efa176b66d7de752ed2b12dbff700cfee742694a2162deadec741,48c90fccc21dc14f18605ccc7c5fb546a82003a1,acq_sha256:bb3e685d3f8efa176b66d7de752ed2b12dbff700cfee742694a2162deadec741,54413,canonical_retention_authority,True,intake-qc-v1.4,test-imp 1.1.4,2,pass,False,,,,,,1479,0,0,True,True,True,34.0,34.0,202.0,1,0.14806218611816963,True,0,0,2,True,"{'boundary_present': True, 'consecutive_max_rows': True, 'travel_identical': True, 'steps_identical': True, 'is_expected_shared_maximum': True, 'phase_split_satisfied': True}",0.0,0.0,0,0,0,True,False,False,0.005,3.69,-0.01,3.685,3.6999999999999997,741,1.0040705563093621,True,True,True,True,True,True,False,False,False,False,False,False,False,0,0,0,False,0,2744.0,0.3091,False,,,
BKE_Redux_v1_Light_01,DataLog_1.csv,BKE_Redux_v1_Light_01/DataLog_1.csv,2de845de78f69afadf26399c75fea027951453a0612d3753eeab6f1ef38bde1c,5e8326d7243a9597c67e30b1deffa2aa0d54ddfc,acq_sha256:2de845de78f69afadf26399c75fea027951453a0612d3753eeab6f1ef38bde1c,53872,canonical_retention_authority,True,intake-qc-v1.4,test-imp 1.1.4,2,pass,False,,,,,,1514,0,0,True,True,True,34.0,34.0,167.0,1,0.14866457187745483,True,0,0,2,True,"{'boundary_present': True, 'consecutive_max_rows': True, 'travel_identical': True, 'steps_identical': True, 'is_expected_shared_maximum': True, 'phase_split_satisfied': True}",0.0,0.0,0,0,0,True,False,False,0.005,3.78,-0.005,3.775,3.7849999999999997,758,1.0026490066225164,True,True,True,True,True,True,False,False,False,False,False,False,False,0,0,0,False,0,3118.0,0.9842,False,,,
BKE_Redux_v1_Light_01,DataLog_2.csv,BKE_Redux_v1_Light_01/DataLog_2.csv,039443396c07de695360f86857725f4ccbc12d091f5d5ef029bf83c3a193fbbb,eac4bd28a4e548dab53644f39eff0271c3c58577,acq_sha256:039443396c07de695360f86857725f4ccbc12d091f5d5ef029bf83c3a193fbbb,55477,canonical_retention_authority,True,intake-qc-v1.4,test-imp 1.1.4,2,pass,False,,,,,,1515,0,0,True,True,True,34.0,34.0,213.0,1,0.14806133411465963,True,0,0,2,True,"{'boundary_present': True, 'consecutive_max_rows': True, 'travel_identical': True, 'steps_identical': True, 'is_expected_shared_maximum': True, 'phase_split_satisfied': True}",0.0,0.0,0,0,0,True,False,False,0.005,3.78,-0.01,3.775,3.7899999999999996,759,1.0039735099337748,True,True,True,True,True,True,False,False,False,False,False,False,False,0,0,1,False,0,36.0,0.0026,False,,,
BKE_Redux_v1_Light_02,DataLog_1.csv,BKE_Redux_v1_Light_02/DataLog_1.csv,6ac347ba067dcf8f8bc0584e8e618557f81708e470f477c59f543d3e7373416b,ccd6acc944fe461566375c39fae169d1e4bb68dd,acq_sha256:6ac347ba067dcf8f8bc0584e8e618557f81708e470f477c59f543d3e7373416b,54173,canonical_retention_authority,True,intake-qc-v1.4,test-imp 1.1.4,2,pass,False,,,,,,1526,0,0,True,True,True,34.0,34.0,168.0,2,0.14723476515765505,True,0,0,2,True,"{'boundary_present': True, 'consecutive_max_rows': True, 'travel_identical': True, 'steps_identical': True, 'is_expected_shared_maximum': True, 'phase_split_satisfied': True}",0.0,0.0,0,0,0,True,False,False,0.005,3.81,-0.005,3.805,3.815,764,1.002628120893561,True,True,True,True,True,True,False,False,False,False,False,False,False,0,0,0,False,0,2863.0,0.6787,False,,,
BKE_Redux_v1_Light_02,DataLog_2.csv,BKE_Redux_v1_Light_02/DataLog_2.csv,62a63ff90756714a29c6d6e78cd5f6cd603c11a6bca95afe18820101e64d4e2a,ff8a902c3b18a13e201a50d8a1caa2455cf984a8,acq_sha256:62a63ff90756714a29c6d6e78cd5f6cd603c11a6bca95afe18820101e64d4e2a,55697,canonical_retention_authority,True,intake-qc-v1.4,test-imp 1.1.4,2,pass,False,,,,,,1526,0,0,True,True,True,34.0,34.0,135.0,1,0.14819562599541625,True,0,0,2,True,"{'boundary_present': True, 'consecutive_max_rows': True, 'travel_identical': True, 'steps_identical': True, 'is_expected_shared_maximum': True, 'phase_split_satisfied': True}",0.0,0.0,0,0,0,True,False,False,0.005,3.81,-0.005,3.805,3.815,764,1.002628120893561,True,True,True,True,True,True,False,False,False,False,False,False,False,0,0,0,False,0,1497.0,0.4686,False,,,
BKE_Redux_v1_Light_03,DataLog_1.csv,BKE_Redux_v1_Light_03/DataLog_1.csv,935f4179e3c93b5b9efe9bfc3eef53e31a945103098658227d50a65c3301f95f,89ae9ec14526e603d52936e66563601cc8815ab9,acq_sha256:935f4179e3c93b5b9efe9bfc3eef53e31a945103098658227d50a65c3301f95f,56316,canonical_retention_authority,True,intake-qc-v1.4,test-imp 1.1.4,2,pass,False,,,,,,1539,0,0,True,True,True,34.0,34.0,179.0,1,0.14812819822246162,True,0,0,2,True,"{'boundary_present': True, 'consecutive_max_rows': True, 'travel_identical': True, 'steps_identical': True, 'is_expected_shared_maximum': True, 'phase_split_satisfied': True}",0.0,0.0,0,0,0,True,False,False,0.005,3.84,-0.01,3.835,3.8499999999999996,771,1.0039113428943938,True,True,True,True,True,True,False,False,False,False,False,False,False,0,0,1,False,0,638.0,0.0834,False,,,
BKE_Redux_v1_Light_03,DataLog_2.csv,BKE_Redux_v1_Light_03/DataLog_2.csv,cd9dc3609eace445e7a3db517f3e0d0e23a5b6017b67a738f65b14ec1d32cb8e,a2741db024ebdf26e6eab257014c05505799fae7,acq_sha256:cd9dc3609eace445e7a3db517f3e0d0e23a5b6017b67a738f65b14ec1d32cb8e,54711,canonical_retention_authority,True,intake-qc-v1.4,test-imp 1.1.4,2,pass,False,,,,,,1539,0,0,True,True,True,34.0,34.0,190.0,2,0.14796594861546147,True,0,0,2,True,"{'boundary_present': True, 'consecutive_max_rows': True, 'travel_identical': True, 'steps_identical': True, 'is_expected_shared_maximum': True, 'phase_split_satisfied': True}",0.0,0.0,0,0,0,True,False,False,0.005,3.84,-0.01,3.835,3.8499999999999996,771,1.0039113428943938,True,True,True,True,True,True,False,False,False,False,False,False,False,0,0,1,False,0,585.0,0.1155,False,,,
BKE_Redux_v1_Ultra_Light_01,DataLog_1.csv,BKE_Redux_v1_Ultra_Light_01/DataLog_1.csv,6a4f2fe9ea0bf3ea43e975bffd2243538af8af28f291d4ff4215adc92779b8a6,6b5d636d566d5586e2669f1cfb87d71e9b23b902,acq_sha256:6a4f2fe9ea0bf3ea43e975bffd2243538af8af28f291d4ff4215adc92779b8a6,54903,canonical_retention_authority,True,intake-qc-v1.4,test-imp 1.1.4,2,pass,False,,,,,,1544,0,0,True,True,True,34.0,34.0,146.0,1,0.14877912466996857,True,0,0,2,True,"{'boundary_present': True, 'consecutive_max_rows': True, 'travel_identical': True, 'steps_identical': True, 'is_expected_shared_maximum': True, 'phase_split_satisfied': True}",0.0,0.0,0,0,0,True,False,False,0.005,3.855,-0.005,3.85,3.86,773,1.0025974025974025,True,True,True,True,True,True,False,False,False,False,False,False,False,0,0,0,False,0,1939.0,0.3426,False,,,
BKE_Redux_v1_Ultra_Light_01,DataLog_2.csv,BKE_Redux_v1_Ultra_Light_01/DataLog_2.csv,18ad2d57a6a38e19cdce498e6eea41b4ef87fde9ba47fd62e4304cc598fe79fc,3e756e34ca8e201740df9035cef0e98a83f2c2b8,acq_sha256:18ad2d57a6a38e19cdce498e6eea41b4ef87fde9ba47fd62e4304cc598fe79fc,56556,canonical_retention_authority,True,intake-qc-v1.4,test-imp 1.1.4,2,pass,False,,,,,,1547,0,0,True,True,True,34.0,34.0,157.0,2,0.14790751003248614,True,0,0,2,True,"{'boundary_present': True, 'consecutive_max_rows': True, 'travel_identical': True, 'steps_identical': True, 'is_expected_shared_maximum': True, 'phase_split_satisfied': True}",0.0,0.0,0,0,0,True,False,False,0.005,3.86,-0.01,3.855,3.8699999999999997,775,1.0038910505836576,True,True,True,True,True,True,False,False,False,False,False,False,False,0,0,1,False,0,79.0,0.0745,False,,,
BKE_Redux_v1_Ultra_Light_02,DataLog_1.csv,BKE_Redux_v1_Ultra_Light_02/DataLog_1.csv,20af4dd1c5d9321df7d1b2ce2e2f76cb45cb53ae60d73240b5a674d4b30d9b00,e94a04d1882d3ac55d030adab15d2677d2fe6ee0,acq_sha256:20af4dd1c5d9321df7d1b2ce2e2f76cb45cb53ae60d73240b5a674d4b30d9b00,53351,canonical_retention_authority,True,intake-qc-v1.4,test-imp 1.1.4,2,pass,False,,,,,,1500,0,0,True,True,True,34.0,34.0,191.0,2,0.14816278150928489,True,0,0,2,True,"{'boundary_present': True, 'consecutive_max_rows': True, 'travel_identical': True, 'steps_identical': True, 'is_expected_shared_maximum': True, 'phase_split_satisfied': True}",0.0,0.0,0,0,0,True,False,False,0.005,3.745,-0.005,3.74,3.75,751,1.0026737967914439,True,True,True,True,True,True,False,False,False,False,False,False,False,0,0,1,False,0,628.0,0.1011,False,,,
BKE_Redux_v1_Ultra_Light_02,DataLog_2.csv,BKE_Redux_v1_Ultra_Light_02/DataLog_2.csv,dd4d02232eedd75e6c482d1f4834508e9b5aab9dfc102a440cc8540001e2f6fd,c0624900fb37664a4d0ffa869d1fa1bee85af5f8,acq_sha256:dd4d02232eedd75e6c482d1f4834508e9b5aab9dfc102a440cc8540001e2f6fd,54853,canonical_retention_authority,True,intake-qc-v1.4,test-imp 1.1.4,2,pass_with_offset_note,False,,,,,,1497,0,0,True,True,True,34.0,34.0,124.0,1,0.14831095798186208,True,0,0,2,True,"{'boundary_present': True, 'consecutive_max_rows': True, 'travel_identical': True, 'steps_identical': True, 'is_expected_shared_maximum': True, 'phase_split_satisfied': True}",0.0,0.0,0,0,0,True,False,False,0.005,3.735,-0.01,3.73,3.7449999999999997,750,1.0040214477211795,True,True,True,True,True,True,False,False,False,False,False,False,False,0,0,0,False,0,-164.0,-0.023,True,baseline_zero_offset,-0.01,return
BKE_Redux_v1_Ultra_Light_02,DataLog_3.csv,BKE_Redux_v1_Ultra_Light_02/DataLog_3.csv,cf7299c2450bb2de7ea13ccc95118811fac7e7fb90b56afbb7a3fbae3b9df8da,322bc47e6d13d5c77c5806b9610e046964dee0af,acq_sha256:cf7299c2450bb2de7ea13ccc95118811fac7e7fb90b56afbb7a3fbae3b9df8da,55002,canonical_retention_authority,True,intake-qc-v1.4,test-imp 1.1.4,2,pass,False,,,,,,1501,0,0,True,True,True,34.0,34.0,213.0,1,0.14788122243226212,True,0,0,2,True,"{'boundary_present': True, 'consecutive_max_rows': True, 'travel_identical': True, 'steps_identical': True, 'is_expected_shared_maximum': True, 'phase_split_satisfied': True}",0.0,0.0,0,0,0,True,False,False,0.005,3.745,-0.01,3.74,3.755,752,1.0040106951871657,True,True,True,True,True,True,False,False,False,False,False,False,False,0,0,1,False,0,286.0,0.0404,False,,,
BKE_Redux_v1_Ultra_Light_03,DataLog_1.csv,BKE_Redux_v1_Ultra_Light_03/DataLog_1.csv,621f2de75e6ea87ae1f7ef764f16340f8ec3b969de185e488ea35ee129cb3ef8,953df2807e54abce3accd3f67ccdc2bf2ae2869f,acq_sha256:621f2de75e6ea87ae1f7ef764f16340f8ec3b969de185e488ea35ee129cb3ef8,54490,canonical_retention_authority,True,intake-qc-v1.4,test-imp 1.1.4,2,pass,False,,,,,,1532,0,0,True,True,True,34.0,34.0,179.0,1,0.14859359844810865,True,0,0,2,True,"{'boundary_present': True, 'consecutive_max_rows': True, 'travel_identical': True, 'steps_identical': True, 'is_expected_shared_maximum': True, 'phase_split_satisfied': True}",0.0,0.0,0,0,0,True,False,False,0.005,3.825,-0.005,3.8200000000000003,3.83,767,1.0026178010471203,True,True,True,True,True,True,False,False,False,False,False,False,False,0,0,1,False,0,4095.0,0.7397,False,,,
BKE_Redux_v1_Ultra_Light_03,DataLog_2.csv,BKE_Redux_v1_Ultra_Light_03/DataLog_2.csv,e0740dbc66396d47e7f0b0be6204c4165380cc7add35a60ad17a787d303c2845,50ce8f9297199ce086fb363a8bc6ffeb21302b09,acq_sha256:e0740dbc66396d47e7f0b0be6204c4165380cc7add35a60ad17a787d303c2845,56270,canonical_retention_authority,True,intake-qc-v1.4,test-imp 1.1.4,2,pass,False,,,,,,1536,0,0,True,True,True,34.0,34.0,146.0,2,0.14780600461893764,True,0,0,2,True,"{'boundary_present': True, 'consecutive_max_rows': True, 'travel_identical': True, 'steps_identical': True, 'is_expected_shared_maximum': True, 'phase_split_satisfied': True}",0.0,0.0,0,0,0,True,False,False,0.005,3.835,-0.005,3.83,3.84,769,1.0026109660574412,True,True,True,True,True,True,False,False,False,False,False,False,False,0,0,1,False,0,516.0,0.0929,False,,,
BKE_Redux_v1_Ultra_Light_03,DataLog_3.csv,BKE_Redux_v1_Ultra_Light_03/DataLog_3.csv,c154cf37717ec89521aa35b6b9bc4c13814f8c003ef7200c6003381efb0bc251,b206f928e56a617af5569de85e6f07dfb16c9e6f,acq_sha256:c154cf37717ec89521aa35b6b9bc4c13814f8c003ef7200c6003381efb0bc251,56266,canonical_retention_authority,True,intake-qc-v1.4,test-imp 1.1.4,2,pass_with_offset_note,False,,,,,,1536,0,0,True,True,True,34.0,34.0,191.0,1,0.14786007200477463,True,0,0,2,True,"{'boundary_present': True, 'consecutive_max_rows': True, 'travel_identical': True, 'steps_identical': True, 'is_expected_shared_maximum': True, 'phase_split_satisfied': True}",0.0,0.0,0,0,0,True,False,False,0.005,3.835,-0.005,3.83,3.84,769,1.0026109660574412,True,True,True,True,True,True,False,False,False,False,False,False,False,0,0,0,False,0,21.0,-0.0515,True,baseline_zero_offset,-0.005,return
Deskeys_Carrot_35g,DataLog_1.csv,Deskeys_Carrot_35g/DataLog_1.csv,a6b31ccaa38663fed8a9ad0813ebc6f3adceb1e2be22c2710633ac1cb9304ed8,0e169bcc4d7b470d1c70fae11c0c8df6e8be2ae7,acq_sha256:a6b31ccaa38663fed8a9ad0813ebc6f3adceb1e2be22c2710633ac1cb9304ed8,55787,canonical_retention_authority,True,intake-qc-v1.4,test-imp 1.1.4,2,pass_with_offset_note,False,,,,,,1588,0,0,True,True,True,34.0,34.0,213.0,1,0.14849909177730755,True,0,0,2,True,"{'boundary_present': True, 'consecutive_max_rows': True, 'travel_identical': True, 'steps_identical': True, 'is_expected_shared_maximum': True, 'phase_split_satisfied': True}",0.0,0.0,0,0,0,True,False,False,0.005,3.97,0.005,3.9650000000000003,3.9650000000000003,794,1.0,True,True,True,True,True,True,False,False,False,False,False,False,False,0,0,0,False,0,-7.0,-0.129,True,baseline_zero_offset,0.005,return
Deskeys_Carrot_35g,DataLog_2.csv,Deskeys_Carrot_35g/DataLog_2.csv,4c6146dbf211c53b291e4075e83450bd1d737c4a8fde718418aac5aab8992e63,b66abda841df324c713e652788e8e086518cd713,acq_sha256:4c6146dbf211c53b291e4075e83450bd1d737c4a8fde718418aac5aab8992e63,55484,canonical_retention_authority,True,intake-qc-v1.4,test-imp 1.1.4,2,pass,False,,,,,,1581,0,0,True,True,True,34.0,34.0,146.0,1,0.14816618589143218,True,0,0,2,True,"{'boundary_present': True, 'consecutive_max_rows': True, 'travel_identical': True, 'steps_identical': True, 'is_expected_shared_maximum': True, 'phase_split_satisfied': True}",0.0,0.0,0,0,0,True,False,False,0.005,3.945,-0.01,3.94,3.9549999999999996,792,1.0038071065989846,True,True,True,True,True,True,False,False,False,False,False,False,False,0,0,1,False,0,149.0,0.0292,False,,,
Deskeys_Carrot_35g,DataLog_3.csv,Deskeys_Carrot_35g/DataLog_3.csv,c2304883181c75db5296de0f60e40932fe03ffc8057260c51f01b41a90269012,30773e6ca6a6f7892e2955672e8007d2108b8a54,acq_sha256:c2304883181c75db5296de0f60e40932fe03ffc8057260c51f01b41a90269012,58718,canonical_retention_authority,True,intake-qc-v1.4,test-imp 1.1.4,2,pass_with_offset_note,False,,,,,,1581,0,0,True,True,True,34.0,34.0,147.0,2,0.14775380592135987,True,0,0,2,True,"{'boundary_present': True, 'consecutive_max_rows': True, 'travel_identical': True, 'steps_identical': True, 'is_expected_shared_maximum': True, 'phase_split_satisfied': True}",0.0,0.0,0,0,0,True,False,False,0.005,3.945,-0.01,3.94,3.9549999999999996,792,1.0038071065989846,True,True,True,True,True,True,False,False,False,False,False,False,False,0,0,0,False,0,-222.0,-0.1277,True,baseline_zero_offset,-0.01,return
Deskeys_Carrot_49g,DataLog_1.csv,Deskeys_Carrot_49g/DataLog_1.csv,f94efa4aba37050f89cf7a843af612f6f61722481a295aa615c02a5ec71cf96c,dcd19dfaace44e03b3cf2429f78091fb86c92400,acq_sha256:f94efa4aba37050f89cf7a843af612f6f61722481a295aa615c02a5ec71cf96c,55350,canonical_retention_authority,True,intake-qc-v1.4,test-imp 1.1.4,2,pass,False,,,,,,1561,0,0,True,True,True,34.0,34.0,201.0,1,0.1487874111752491,True,0,0,2,True,"{'boundary_present': True, 'consecutive_max_rows': True, 'travel_identical': True, 'steps_identical': True, 'is_expected_shared_maximum': True, 'phase_split_satisfied': True}",0.0,0.0,0,0,0,True,False,False,0.005,3.91,0.02,3.9050000000000002,3.89,779,0.996158770806658,True,True,True,True,True,True,False,False,False,False,False,False,False,0,0,0,False,0,2691.0,0.8506,False,,,
Deskeys_Carrot_49g,DataLog_2.csv,Deskeys_Carrot_49g/DataLog_2.csv,ccdb2ffabc07d2672a8416818c94dac71b50514fdd95d1af26307b004ec694d6,0d7bf2d99ad032b2e4a710783a5467aedd5f85e0,acq_sha256:ccdb2ffabc07d2672a8416818c94dac71b50514fdd95d1af26307b004ec694d6,56905,canonical_retention_authority,True,intake-qc-v1.4,test-imp 1.1.4,2,pass,False,,,,,,1558,0,0,True,True,True,34.0,34.0,135.0,2,0.14777016901568754,True,0,0,2,True,"{'boundary_present': True, 'consecutive_max_rows': True, 'travel_identical': True, 'steps_identical': True, 'is_expected_shared_maximum': True, 'phase_split_satisfied': True}",0.0,0.0,0,0,0,True,False,False,0.005,3.9,0.015,3.895,3.885,778,0.9974326059050064,True,True,True,True,True,True,False,False,False,False,False,False,False,0,0,0,False,0,2952.0,0.9097,False,,,
Deskeys_Carrot_49g,DataLog_3.csv,Deskeys_Carrot_49g/DataLog_3.csv,b19e9b2c1b3c03fa25f77f4621d617900c40bf6fd3c8713241f483ede6736d75,81d7c5ccada1c0d930255ce85f4bae82fdb65832,acq_sha256:b19e9b2c1b3c03fa25f77f4621d617900c40bf6fd3c8713241f483ede6736d75,56899,canonical_retention_authority,True,intake-qc-v1.4,test-imp 1.1.4,2,pass,False,,,,,,1558,0,0,True,True,True,34.0,34.0,146.0,1,0.1479694563689549,True,0,0,2,True,"{'boundary_present': True, 'consecutive_max_rows': True, 'travel_identical': True, 'steps_identical': True, 'is_expected_shared_maximum': True, 'phase_split_satisfied': True}",0.0,0.0,0,0,0,True,False,False,0.005,3.9,0.015,3.895,3.885,778,0.9974326059050064,True,True,True,True,True,True,False,False,False,False,False,False,False,0,0,0,False,0,2675.0,0.7574,False,,,
Deskeys_Carrot_60g,DataLog_1.csv,Deskeys_Carrot_60g/DataLog_1.csv,e0431173d4f373e2cfd2d6ecf84afb97f1665891c9963e819859769a27cb11f0,bec211a5351bd3cb9950ae1ef30d08548b72098a,acq_sha256:e0431173d4f373e2cfd2d6ecf84afb97f1665891c9963e819859769a27cb11f0,55908,canonical_retention_authority,True,intake-qc-v1.4,test-imp 1.1.4,2,pass,False,,,,,,1571,0,0,True,True,True,34.0,34.0,168.0,2,0.14827670772887622,True,0,0,2,True,"{'boundary_present': True, 'consecutive_max_rows': True, 'travel_identical': True, 'steps_identical': True, 'is_expected_shared_maximum': True, 'phase_split_satisfied': True}",0.0,0.0,0,0,0,True,False,False,0.005,3.92,-0.01,3.915,3.9299999999999997,787,1.0038314176245209,True,True,True,True,True,True,False,False,False,False,False,False,False,0,0,1,False,0,2718.0,0.913,False,,,
Deskeys_Carrot_60g,DataLog_2.csv,Deskeys_Carrot_60g/DataLog_2.csv,36a8f6d2d3f1fc3a2adcf07089fddb8fe32b72548e89145d8d8a513695ddff9d,147c15c90d10ee70f45d26a7577d568f79d40726,acq_sha256:36a8f6d2d3f1fc3a2adcf07089fddb8fe32b72548e89145d8d8a513695ddff9d,57416,canonical_retention_authority,True,intake-qc-v1.4,test-imp 1.1.4,2,pass_with_offset_note,False,,,,,,1569,0,0,True,True,True,34.0,34.0,169.0,1,0.1479596644991047,True,0,0,2,True,"{'boundary_present': True, 'consecutive_max_rows': True, 'travel_identical': True, 'steps_identical': True, 'is_expected_shared_maximum': True, 'phase_split_satisfied': True}",0.0,0.0,0,0,0,True,False,False,0.005,3.915,-0.01,3.91,3.925,786,1.0038363171355498,True,True,True,True,True,True,False,False,False,False,False,False,False,0,0,0,False,0,59.0,-0.0135,True,baseline_zero_offset,-0.01,return
Deskeys_Carrot_60g,DataLog_4.csv,Deskeys_Carrot_60g/DataLog_4.csv,93151823949d61ad2e41f78613de30cd971ba37e5265e1ab89ebac118ecb78b1,52c291923d4edf9c4048ff8f42e616dadc820d64,acq_sha256:93151823949d61ad2e41f78613de30cd971ba37e5265e1ab89ebac118ecb78b1,55868,canonical_retention_authority,True,intake-qc-v1.4,test-imp 1.1.4,2,pass,False,,,,,,1572,0,0,True,True,True,34.0,34.0,179.0,1,0.14816632377644817,True,0,0,2,True,"{'boundary_present': True, 'consecutive_max_rows': True, 'travel_identical': True, 'steps_identical': True, 'is_expected_shared_maximum': True, 'phase_split_satisfied': True}",0.0,0.0,0,0,0,True,False,False,0.005,3.93,0.005,3.9250000000000003,3.9250000000000003,786,1.0,True,True,True,True,True,True,False,False,False,False,False,False,False,0,0,0,False,0,2963.0,0.4781,False,,,
