set,run,raw_path,sha256,git_blob_oid,acquisition_id,raw_bytes,excluded_by_registry,qc_disposition,qc_disposition_flags,legacy_membership_evaluated,retained_conventional,retained_legacy,retained_output,retained_review_candidate,retained_canonical,output_membership_authority,release_eligible,intake_policy_version,intake_implementation_parity_target,intake_decision_manifest_version,intake_policy_role,intake_set_status,intake_individually_acceptable,intake_matches_replicate_band,intake_retained,intake_decision_reasons,exclusion_reason,intake_ramp_review_required,intake_ramp_review_ramp_gf_per_mm,intake_ramp_review_retained_median_gf_per_mm,intake_ramp_review_signed_deviation_pct,intake_ramp_review_absolute_deviation_pct,intake_ramp_review_threshold_pct,collapse_force_gf,collapse_travel_mm,valley_force_gf,valley_travel_mm,snap_pct,travel_mm,full_stroke_press_work_gf_mm,precollapse_work_gf_mm,drop_gf,drop_travel_mm,drop_rate_gf_per_mm,norm_drop_rate_per_mm,steepest_drop_0p10mm_gf_per_mm,ramp_10_90_gf_per_mm,force_wall_travel_mm,force_wall_found,steepest_drop_start_mm,steepest_drop_end_mm,ramp_baseline_force_gf,ramp_x10_mm,ramp_x90_mm,ramp_x10_cross_count,ramp_x90_cross_count,ramp_x10_eligible_cross_count,ramp_x90_eligible_cross_count,ramp_band_sample_count,ramp_band_complete,quality_flags
Deskeys_V3_Tiffany_35g,DataLog_1.csv,Deskeys_V3_Tiffany_35g/DataLog_1.csv,062d557e973948341068b5daacc28287c1ac9aaa4f6234b5aa339508d2bb3294,db7ff2fdb4d955383eff577d5a91ea87dd2a96a2,acq_sha256:062d557e973948341068b5daacc28287c1ac9aaa4f6234b5aa339508d2bb3294,60845,False,pass,,False,,,True,False,True,intake-qc-v1.4 canonical retention authority,True,intake-qc-v1.4,test-imp 1.1.4,2,canonical_retention_authority,accepted,True,True,True,retained,retained,False,,,,,,34.84674285714286,1.145,24.37514285714286,2.975,30.050441279201333,3.835,106.41183775,29.697797750000014,10.471599999999999,1.83,5.722185792349726,0.16421006163497995,9.35100000000002,32.15103791128585,3.835,True,1.995,2.095,9.739142857142857,0.1313375612436467,0.7560788232652148,1,1,1,1,21,True,
Deskeys_V3_Tiffany_35g,DataLog_2.csv,Deskeys_V3_Tiffany_35g/DataLog_2.csv,cd9a039625c11cc09f2e0cf3583f55bfc955e59ac6566a01fc98201eebe64c83,1033fcbf8f8333eca9e5c49fc88853631fd53ff2,acq_sha256:cd9a039625c11cc09f2e0cf3583f55bfc955e59ac6566a01fc98201eebe64c83,62656,False,pass,,False,,,True,False,True,intake-qc-v1.4 canonical retention authority,True,intake-qc-v1.4,test-imp 1.1.4,2,canonical_retention_authority,accepted,True,True,True,retained,retained,False,,,,,,34.6153,1.165,24.434357142857145,2.94,29.411684593641695,3.84,106.02088750000009,29.89997125000002,10.180942857142853,1.775,5.735742454728368,0.16569963151347433,9.231571428571428,32.22199024184778,3.84,True,2.09,2.19,9.164771428571429,0.13332162349676227,0.7652013647642677,1,1,1,1,21,True,
DynaCaps_Light_35g,DataLog_1.csv,DynaCaps_Light_35g/DataLog_1.csv,264ab61c7518ce5347c004f7a30ab5226d851b7376c74f56fb46a622c11d4452,7b74819b31fe31b08d48bb7f29b0698e9336bb1e,acq_sha256:264ab61c7518ce5347c004f7a30ab5226d851b7376c74f56fb46a622c11d4452,64101,False,pass,,False,,,True,False,True,intake-qc-v1.4 canonical retention authority,True,intake-qc-v1.4,test-imp 1.1.4,2,canonical_retention_authority,accepted,True,True,True,retained,retained,False,,,,,,36.021371428571435,1.33,30.0896,3.26,16.46736699165893,3.93,122.5565624999999,38.33277349999999,5.931771428571434,1.9299999999999997,3.073456698741676,0.08532314503450225,6.27842857142852,25.37192058712487,3.93,True,2.025,2.125,13.216571428571429,0.11635825737045251,0.8354145833333341,1,1,1,1,21,True,
DynaCaps_Light_35g,DataLog_2.csv,DynaCaps_Light_35g/DataLog_2.csv,389aac90ed12d5aa23cab55ac9a8fcb5355cec4054b69eea19659e3f13c1e2b6,ec6a5f3e9c17751edc37e3627ae76ccdb02ef217,acq_sha256:389aac90ed12d5aa23cab55ac9a8fcb5355cec4054b69eea19659e3f13c1e2b6,65966,False,pass,,False,,,True,False,True,intake-qc-v1.4 canonical retention authority,True,intake-qc-v1.4,test-imp 1.1.4,2,canonical_retention_authority,accepted,True,True,True,retained,retained,False,,,,,,35.85671428571429,1.31,29.943057142857146,3.105,16.492468037466583,3.93,121.99913224999999,37.18471825000001,5.913657142857144,1.795,3.2945165141265425,0.0918800447769726,5.800142857142845,24.947718241996306,3.93,True,2.1,2.2,13.034728571428571,0.1169281273288619,0.848762132921175,1,1,1,1,21,True,
DynaCaps_Light_35g,DataLog_3.csv,DynaCaps_Light_35g/DataLog_3.csv,2fd288f5bb8748d75adb5d695b4b9eed606ec279c3c8184d3bbd4e1e665421f6,948c057251fc2181d2b8a3cece6aaff36a156442,acq_sha256:2fd288f5bb8748d75adb5d695b4b9eed606ec279c3c8184d3bbd4e1e665421f6,67794,False,pass,,False,,,True,False,True,intake-qc-v1.4 canonical retention authority,True,intake-qc-v1.4,test-imp 1.1.4,2,canonical_retention_authority,accepted,True,True,True,retained,retained,False,,,,,,35.86351428571429,1.265,30.021199999999997,3.045,16.290412141906273,3.925,121.94558624999992,35.569857,5.842314285714291,1.78,3.2821990369181413,0.0915191693365521,6.157857142857139,24.86828540543537,3.925,True,2.0549999999999997,2.155,13.100557142857143,0.1171515069735308,0.8494241754505278,1,1,1,1,21,True,
DynaCaps_Medium_45g,DynaCaps_Medium-DataLog_1.csv,DynaCaps_Medium_45g/DynaCaps_Medium-DataLog_1.csv,7a58fac97cc350f15580987aef73a48bbae03bd91d77b8ca830b8b65e721e6cc,b1b82602b7469524a5dd85b3cba951cb93e38afd,acq_sha256:7a58fac97cc350f15580987aef73a48bbae03bd91d77b8ca830b8b65e721e6cc,63517,False,pass,,False,,,True,False,True,intake-qc-v1.4 canonical retention authority,True,intake-qc-v1.4,test-imp 1.1.4,2,canonical_retention_authority,accepted,True,True,True,retained,retained,False,,,,,,48.044157142857145,1.35,38.379157142857146,3.295,20.11691030661971,3.875,158.96216,52.92149575000002,9.665,1.9449999999999998,4.969151670951157,0.10342884476411164,8.24842857142869,28.053784640041364,3.875,True,2.1799999999999997,2.28,22.74922857142857,0.13850600439607574,0.8598326673326677,1,1,1,1,21,True,
DynaCaps_Medium_45g,DynaCaps_Medium-DataLog_2.csv,DynaCaps_Medium_45g/DynaCaps_Medium-DataLog_2.csv,557f3fd595a63e0b9bda32b7538fae704d36d89a9a1d26d626a5451848017c3a,cc85b21893cb9da43fd21cda29aefd75a9cd7a3e,acq_sha256:557f3fd595a63e0b9bda32b7538fae704d36d89a9a1d26d626a5451848017c3a,65243,False,pass,,False,,,True,False,True,intake-qc-v1.4 canonical retention authority,True,intake-qc-v1.4,test-imp 1.1.4,2,canonical_retention_authority,accepted,True,True,True,retained,retained,False,,,,,,47.74571428571428,1.31,38.26035714285714,3.275,19.866405361737772,3.88,158.1257212499999,50.53824399999999,9.48535714285714,1.9649999999999999,4.8271537622682645,0.10110129955082837,8.245857142857176,27.543369332252198,3.88,True,2.125,2.225,22.888785714285714,0.14285244335244332,0.8648244946750702,1,1,1,1,21,True,
DynaCaps_Medium_45g,DynaCaps_Medium-DataLog_3.csv,DynaCaps_Medium_45g/DynaCaps_Medium-DataLog_3.csv,65ec93260706018b1bfd0a12e21f2eb1630bbb942fccd5c845f98a95ad0b226c,3f31183760afe482b42c67dac7085e060925d74b,acq_sha256:65ec93260706018b1bfd0a12e21f2eb1630bbb942fccd5c845f98a95ad0b226c,67048,False,pass,,False,,,True,False,True,intake-qc-v1.4 canonical retention authority,True,intake-qc-v1.4,test-imp 1.1.4,2,canonical_retention_authority,accepted,True,True,True,retained,retained,False,,,,,,47.74355714285714,1.33,38.24585714285714,3.355,19.89315536666279,3.88,158.35279225000022,51.58638125000005,9.497700000000002,2.025,4.690222222222223,0.09823780427981625,8.130571428571471,27.556679669007913,3.88,True,2.14,2.24,22.867514285714286,0.14356912622370338,0.8657473612197031,1,1,1,1,21,True,
DynaCaps_Parts,DynaCaps_Parts-DataLog_1.csv,DynaCaps_Parts/DynaCaps_Parts-DataLog_1.csv,63d583b31924ad3ab3aad45cfb1d791329c1a3c510d393e188653f1840cf2ba3,c10b0e0bdda81896771c41c9cc77a25bb96c4454,acq_sha256:63d583b31924ad3ab3aad45cfb1d791329c1a3c510d393e188653f1840cf2ba3,57211,False,pass,,False,,,True,False,True,intake-qc-v1.4 canonical retention authority,True,intake-qc-v1.4,test-imp 1.1.4,2,canonical_retention_authority,accepted,True,True,True,retained,retained,False,,,,,,60.16184285714286,0.98,47.52372857142858,2.705,21.00686030466866,3.67,192.53354149999979,51.61885499999998,12.63811428571428,1.725,7.326443064182191,0.12177890031691975,13.359285714285676,25.920936531493677,3.67,True,1.6549999999999998,1.755,42.47854285714286,0.12721700500922759,0.6729781499744943,1,1,1,1,21,True,
DynaCaps_Parts,DynaCaps_Parts-DataLog_2.csv,DynaCaps_Parts/DynaCaps_Parts-DataLog_2.csv,441cc969cc9086bee23921f2c35a886d17f66be800c6e5c70f4606f600f1ff1d,10809820d4458364d305aa8c8e4411642cc91355,acq_sha256:441cc969cc9086bee23921f2c35a886d17f66be800c6e5c70f4606f600f1ff1d,58676,False,pass,,False,,,True,False,True,intake-qc-v1.4 canonical retention authority,True,intake-qc-v1.4,test-imp 1.1.4,2,canonical_retention_authority,accepted,True,True,True,retained,retained,False,,,,,,59.979214285714285,0.97,47.62542857142857,2.685,20.596778169580173,3.645,190.73410025,50.51172475000001,12.353785714285713,1.715,7.203373594335693,0.12009783189259576,14.048571428571464,25.046295641408392,3.645,True,1.5999999999999999,1.7,42.938657142857146,0.13948963499305697,0.6837795335658241,1,1,1,1,21,True,
DynaCaps_Parts,DynaCaps_Parts-DataLog_3.csv,DynaCaps_Parts/DynaCaps_Parts-DataLog_3.csv,15ac0198c5d8a85e4041afc38bd0cc3a9828111f35387b7c1cf178647cd824ab,151a1010c4a8af2fed2973c8e61d87e2da6dfecc,acq_sha256:15ac0198c5d8a85e4041afc38bd0cc3a9828111f35387b7c1cf178647cd824ab,60267,False,pass,,False,,,True,False,True,intake-qc-v1.4 canonical retention authority,True,intake-qc-v1.4,test-imp 1.1.4,2,canonical_retention_authority,accepted,True,True,True,retained,retained,False,,,,,,59.39821428571429,0.975,47.5007,2.7,20.03008748459249,3.645,189.72244874999984,50.34152375000002,11.897514285714287,1.725,6.897109730848862,0.11611644918604343,12.995428571428604,24.74429571066115,3.645,True,1.6099999999999999,1.71,42.403571428571425,0.12894003847007468,0.678388462651998,1,1,1,1,21,True,
DynaCaps_Parts,DynaCaps_Parts-DataLog_4.csv,DynaCaps_Parts/DynaCaps_Parts-DataLog_4.csv,960cd3c84b3142baa7e254b7a3483118f69cccd0be56760163bd7f86ead3dd8e,4308e31c8d052a185b1f459bc387f1aa6f0a47c1,acq_sha256:960cd3c84b3142baa7e254b7a3483118f69cccd0be56760163bd7f86ead3dd8e,60229,False,pass,,False,,,True,False,True,intake-qc-v1.4 canonical retention authority,True,intake-qc-v1.4,test-imp 1.1.4,2,canonical_retention_authority,accepted,True,True,True,retained,retained,False,,,,,,59.63581428571428,0.97,47.60648571428572,2.695,20.171316038037535,3.64,190.0260242500002,50.361698249999996,12.029328571428564,1.7249999999999999,6.973523809523806,0.11693516543789875,13.281285714285715,24.786028222604656,3.64,True,1.595,1.695,42.675785714285716,0.13177414370332224,0.6791802361715349,1,1,1,1,21,True,
DynaCaps_Parts,DynaCaps_Parts-DataLog_5.csv,DynaCaps_Parts/DynaCaps_Parts-DataLog_5.csv,e1703ec3f809c5b380711700251fb4eaed5c5646494beba0efe6035dd5e7cbbf,941ddc79c3f85b21db26bbfaeca8fd05a84694f1,acq_sha256:e1703ec3f809c5b380711700251fb4eaed5c5646494beba0efe6035dd5e7cbbf,60256,False,pass,,False,,,True,False,True,intake-qc-v1.4 canonical retention authority,True,intake-qc-v1.4,test-imp 1.1.4,2,canonical_retention_authority,accepted,True,True,True,retained,retained,False,,,,,,59.52531428571428,0.975,47.620400000000004,2.76,19.999750406309715,3.645,190.86929325000008,50.41393050000001,11.904914285714277,1.7849999999999997,6.669419767907159,0.1120434196431917,13.304571428571421,25.351863015376406,3.645,True,1.8699999999999999,1.97,42.129014285714284,0.1290083005552984,0.6779636176284082,1,1,1,1,21,True,
Dynacaps_Heavy_55g,DynaCaps_Heavy-DataLog_2.csv,Dynacaps_Heavy_55g/DynaCaps_Heavy-DataLog_2.csv,bdeb628bf19f86cab66b3e93871e7b36320f36f3a303639fdb5d77e0057e1cf9,17dc6d7bce2b4bbfb5a892d8492c76f5f99ae91d,acq_sha256:bdeb628bf19f86cab66b3e93871e7b36320f36f3a303639fdb5d77e0057e1cf9,64648,False,pass_with_offset_note,baseline_zero_offset,False,,,True,False,True,intake-qc-v1.4 canonical retention authority,True,intake-qc-v1.4,test-imp 1.1.4,2,canonical_retention_authority,accepted,True,True,True,retained,retained,False,,,,,,53.25967142857143,1.185,39.440757142857144,3.395,25.946300296364683,3.91,173.2971869999998,51.44295600000001,13.818914285714285,2.21,6.252902391725921,0.11740407373920672,10.770285714285706,33.23443279448363,3.91,True,2.04,2.14,26.4445,0.14113572214076245,0.7866149838303992,1,1,1,1,21,True,
Dynacaps_Heavy_55g,DynaCaps_Heavy-DataLog_3.csv,Dynacaps_Heavy_55g/DynaCaps_Heavy-DataLog_3.csv,64e06119d492bb04e142c8c492c5170ec8c1711d5cf6c919204ba8a26c2e1bb3,a2eb39a69fc4afd228f74b4f7498d8b3f2edf6cd,acq_sha256:64e06119d492bb04e142c8c492c5170ec8c1711d5cf6c919204ba8a26c2e1bb3,66405,False,pass,,False,,,True,False,True,intake-qc-v1.4 canonical retention authority,True,intake-qc-v1.4,test-imp 1.1.4,2,canonical_retention_authority,accepted,True,True,True,retained,retained,False,,,,,,53.187128571428566,1.16,39.47665714285714,3.385,25.77779962337826,3.91,173.21052950000006,50.12097575,13.710471428571424,2.2249999999999996,6.162009630818618,0.11585527920619444,10.469714285714176,33.39293690356722,3.91,True,2.155,2.255,26.502957142857145,0.14151468881150106,0.780791707317073,1,1,1,1,21,True,
Dynacaps_Slider_0.3mm_Poron,Dynacaps_Slider_0.3mm_Poron-DataLog_1.csv,Dynacaps_Slider_0.3mm_Poron/Dynacaps_Slider_0.3mm_Poron-DataLog_1.csv,4ddf45be0a8e75e6b4630564b5fd58479bdfa18d7823c50c29bcdc8e82832fb6,902e4e12471a80b350f19a7696d0734af2450ae5,acq_sha256:4ddf45be0a8e75e6b4630564b5fd58479bdfa18d7823c50c29bcdc8e82832fb6,61644,False,pass,,False,,,True,False,True,intake-qc-v1.4 canonical retention authority,True,intake-qc-v1.4,test-imp 1.1.4,2,canonical_retention_authority,accepted,True,True,True,retained,retained,False,,,,,,60.24829999999999,1.21,45.26702857142857,3.025,24.865882404269378,3.985,200.04887899999972,58.99934175000001,14.981271428571425,1.815,8.2541440377804,0.1370021069105751,13.26671428571423,43.397711800858595,3.985,True,2.235,2.335,27.169999999999998,0.13980498380182596,0.7495753818686764,1,1,1,1,21,True,
Dynacaps_Slider_0.3mm_Poron,Dynacaps_Slider_0.3mm_Poron-DataLog_3.csv,Dynacaps_Slider_0.3mm_Poron/Dynacaps_Slider_0.3mm_Poron-DataLog_3.csv,6956e6c6465d8eff75a4d322b6acb13a7714ec7496c67f4549ed79c057c82037,74d8e7c47e7838a1b1102304bd6a6fc27c273917,acq_sha256:6956e6c6465d8eff75a4d322b6acb13a7714ec7496c67f4549ed79c057c82037,65145,False,pass,,False,,,True,False,True,intake-qc-v1.4 canonical retention authority,True,intake-qc-v1.4,test-imp 1.1.4,2,canonical_retention_authority,accepted,True,True,True,retained,retained,False,,,,,,60.321171428571425,1.23,45.15702857142857,3.15,25.13900592116201,3.985,199.81548475000008,60.13409074999999,15.164142857142856,1.92,7.897991071428571,0.13093232250605213,11.619714285714267,43.655113439261946,3.985,True,1.92,2.02,26.769857142857145,0.13896293840747867,0.7538061793010297,1,1,1,1,21,True,
Dynacaps_Slider_0.3mm_Poron,Dynacaps_Slider_0.3mm_Poron-DataLog_4.csv,Dynacaps_Slider_0.3mm_Poron/Dynacaps_Slider_0.3mm_Poron-DataLog_4.csv,e4abc27830da86a26ae3efd86f627e08ab8619c7a8359e78cf5b17f97d0debfe,ff750115e8c98212f0ea58332b5efbe42f80adc9,acq_sha256:e4abc27830da86a26ae3efd86f627e08ab8619c7a8359e78cf5b17f97d0debfe,65058,False,pass,,False,,,True,False,True,intake-qc-v1.4 canonical retention authority,True,intake-qc-v1.4,test-imp 1.1.4,2,canonical_retention_authority,accepted,True,True,True,retained,retained,False,,,,,,60.310428571428574,1.205,45.229614285714284,3.13,25.00531772519797,3.98,199.81867625000018,58.83037375000001,15.08081428571429,1.9249999999999998,7.834189239332099,0.12989775441661283,11.552142857142869,43.027005429596805,3.98,True,1.815,1.915,27.206042857142855,0.13746659679941445,0.7529755848641864,1,1,1,1,21,True,
Dynacaps_Slider_0.5mm_Silicone,Dynacaps_Slider_0.5mm_Silicone-DataLog_1.csv,Dynacaps_Slider_0.5mm_Silicone/Dynacaps_Slider_0.5mm_Silicone-DataLog_1.csv,4880ed759c8f2179137427a16d282558a89249064af5554f14403321a9a19884,e0d8681cb8c631f18474f15fc549c87953e34586,acq_sha256:4880ed759c8f2179137427a16d282558a89249064af5554f14403321a9a19884,58240,False,pass,,False,,,True,False,True,intake-qc-v1.4 canonical retention authority,True,intake-qc-v1.4,test-imp 1.1.4,2,canonical_retention_authority,accepted,True,True,True,retained,retained,False,,,,,,61.93141428571429,0.865,45.163585714285716,3.0,27.074835549648355,3.735,194.54552849999993,46.34036875,16.767828571428574,2.135,7.853783874205422,0.12681421803113985,15.342571428571432,29.438913951442018,3.735,True,1.73,1.83,43.82498571428572,0.12934359538207815,0.6213842624065262,1,1,1,1,21,True,
Dynacaps_Slider_0.5mm_Silicone,Dynacaps_Slider_0.5mm_Silicone-DataLog_2.csv,Dynacaps_Slider_0.5mm_Silicone/Dynacaps_Slider_0.5mm_Silicone-DataLog_2.csv,73c96bedae84b79734eb61349118ea44a45b857fce17cd2306cfa228a7de1023,ae0a91bc720e98c08bdac22deb77172b7e7ba565,acq_sha256:73c96bedae84b79734eb61349118ea44a45b857fce17cd2306cfa228a7de1023,59827,False,pass,,False,,,True,False,True,intake-qc-v1.4 canonical retention authority,True,intake-qc-v1.4,test-imp 1.1.4,2,canonical_retention_authority,accepted,True,True,True,retained,retained,False,,,,,,61.370242857142856,0.855,46.12614285714285,2.99,24.8395627755378,3.725,194.70473975000013,44.866339249999996,15.244100000000003,2.1350000000000002,7.140093676814989,0.11634455632570397,14.762000000000057,30.515189620808346,3.725,True,1.73,1.83,42.2482,0.1311508546231476,0.6324629708448607,1,1,1,1,21,True,
KLC_Densus_35g,DataLog_1.csv,KLC_Densus_35g/DataLog_1.csv,b9ad2700b0dc6021a6fcded5ba309ab60f1fc53aa0bda472b8962cc96b5a454b,0812927641550353830a8b44ea69408689f992c9,acq_sha256:b9ad2700b0dc6021a6fcded5ba309ab60f1fc53aa0bda472b8962cc96b5a454b,60086,False,review,force_spikes,False,,,True,False,True,intake-qc-v1.4 canonical retention authority,True,intake-qc-v1.4,test-imp 1.1.4,2,canonical_retention_authority,accepted,True,True,True,retained,retained,False,,,,,,42.28181428571429,1.38,35.091742857142854,3.24,17.005115674519995,3.795,143.395581,49.72743524999995,7.190071428571436,1.8600000000000003,3.865629800307223,0.09142535308881716,6.845285714285652,18.781866822001994,3.795,True,2.96,3.06,24.131685714285712,0.112291512215055,0.8853830794565661,1,1,1,1,21,True,
KLC_Densus_35g,DataLog_2.csv,KLC_Densus_35g/DataLog_2.csv,ec0bef5410ff9f5f8a80b324743c83ea25fa1b50ebd03865ae029cc0e7f76d5e,a0122f4123ee19f7742b208673273b883c2b111d,acq_sha256:ec0bef5410ff9f5f8a80b324743c83ea25fa1b50ebd03865ae029cc0e7f76d5e,61649,False,pass,,False,,,True,False,True,intake-qc-v1.4 canonical retention authority,True,intake-qc-v1.4,test-imp 1.1.4,2,canonical_retention_authority,accepted,True,True,True,retained,retained,False,,,,,,41.9853,1.38,35.0717,3.225,16.466715731458397,3.785,142.27880574999998,49.42912299999997,6.913600000000002,1.8450000000000002,3.747208672086722,0.0892504917694222,6.9792857142856946,17.464288880739364,3.785,True,2.88,2.98,25.22922857142857,0.13940977016161782,0.906967913204064,1,1,1,1,21,True,
KLC_Densus_45g,DataLog_1.csv,KLC_Densus_45g/DataLog_1.csv,007aeff34a115738c868f0318ffefe74da4e787de2ad9dd15dff051dd08fa6b9,4de514b8e42a8af8b0de0c56682cd308e1a0e7d4,acq_sha256:007aeff34a115738c868f0318ffefe74da4e787de2ad9dd15dff051dd08fa6b9,60347,False,pass,,False,,,True,False,True,intake-qc-v1.4 canonical retention authority,True,intake-qc-v1.4,test-imp 1.1.4,2,canonical_retention_authority,accepted,True,True,True,retained,retained,False,,,,,,46.80637142857143,1.31,35.468557142857144,3.265,24.22280116931578,3.835,155.06646549999988,52.02204000000003,11.337814285714288,1.955,5.7993934965290475,0.1239017962624848,9.093285714285742,23.476718538569102,3.835,True,2.35,2.45,25.61684285714286,0.10967380778184238,0.8317348074608909,1,1,1,1,21,True,
KLC_Densus_45g,DataLog_2.csv,KLC_Densus_45g/DataLog_2.csv,c6e28c8bf25739cf9df5c33c1b89ea9cad8af85f5550670a6d3a3521f545d513,ba43a87e5c2e2ed87e43a42be3aef9df74a0e7f6,acq_sha256:c6e28c8bf25739cf9df5c33c1b89ea9cad8af85f5550670a6d3a3521f545d513,61984,False,pass,,False,,,True,False,True,intake-qc-v1.4 canonical retention authority,True,intake-qc-v1.4,test-imp 1.1.4,2,canonical_retention_authority,accepted,True,True,True,retained,retained,False,,,,,,46.71234285714286,1.27,35.60131428571429,3.27,23.786065720164505,3.825,154.74717025000015,50.26953175000003,11.11102857142857,2.0,5.555514285714285,0.11893032860082252,8.697428571428532,21.57316378200323,3.825,True,2.315,2.415,27.276085714285717,0.11773849829351535,0.8384953548866594,1,1,1,1,21,True,
KLC_Densus_55g,DataLog_1.csv,KLC_Densus_55g/DataLog_1.csv,c1d049c9df75fb227de50df50e27999ccb5a534574e4045d501562e59f3ec014,f443985fcdd1dd0e8d38e414139ebd287f215920,acq_sha256:c1d049c9df75fb227de50df50e27999ccb5a534574e4045d501562e59f3ec014,59869,False,pass_with_offset_note,baseline_zero_offset,False,,,True,False,True,intake-qc-v1.4 canonical retention authority,True,intake-qc-v1.4,test-imp 1.1.4,2,canonical_retention_authority,accepted,True,True,True,retained,retained,False,,,,,,52.46154285714285,1.425,39.5985,3.065,24.51899459413534,3.785,171.14664675000006,63.24347674999999,12.863042857142851,1.64,7.843318815331007,0.14950606459838622,14.92585714285724,28.480951365065778,3.785,True,2.6149999999999998,2.715,25.431585714285713,0.11203224720228114,0.8712753440044926,1,1,1,1,21,True,
KLC_Densus_55g,DataLog_2.csv,KLC_Densus_55g/DataLog_2.csv,7527a775f3603f2108122eb33bd99df0f91ea2043d425c8a2686e07d8aa633e2,72ba6ec15bc8d879fb25d5b9af4ca32a80feccc6,acq_sha256:7527a775f3603f2108122eb33bd99df0f91ea2043d425c8a2686e07d8aa633e2,61556,False,review,force_spikes;baseline_zero_offset,False,,,True,False,True,intake-qc-v1.4 canonical retention authority,True,intake-qc-v1.4,test-imp 1.1.4,2,canonical_retention_authority,accepted,True,True,True,retained,retained,False,,,,,,52.21488571428571,1.47,39.788157142857145,3.08,23.79920668490265,3.785,170.57339100000004,65.04183324999998,12.426728571428562,1.61,7.7184649511978645,0.14782115953355682,14.512285714285795,28.472725041531238,3.785,True,2.495,2.595,25.040714285714284,0.1123018501855809,0.8758163051998951,1,1,1,1,21,True,
NiZ_Black_65g,NiZ_65g-DataLog_2.csv,NiZ_Black_65g/NiZ_65g-DataLog_2.csv,d6ef05f6f66d281d0f36d30f6b013b2a27466e2009575131515593796075371e,06fccee10cf3a215d82a7a82e1a242db4345e93d,acq_sha256:d6ef05f6f66d281d0f36d30f6b013b2a27466e2009575131515593796075371e,61166,False,pass,,False,,,True,False,True,intake-qc-v1.4 canonical retention authority,True,intake-qc-v1.4,test-imp 1.1.4,2,canonical_retention_authority,accepted,True,True,True,retained,retained,False,,,,,,75.72957142857142,1.685,66.77214285714285,3.15,11.82817808480174,3.875,246.99630425000004,93.230494,8.957428571428565,1.4649999999999999,6.11428571428571,0.08073841696110404,11.932714285714212,56.48222966283249,3.875,True,1.885,1.985,14.873057142857144,0.16276558797948595,1.0247218478367024,1,1,1,1,21,True,
NiZ_Black_65g,NiZ_65g-DataLog_3.csv,NiZ_Black_65g/NiZ_65g-DataLog_3.csv,ecf00c20f83e3ace8ba2ecd0990f2715918a7adfb2316013722713de511c14be,62f897ec5d295eee35094635a13a5564f1c589a3,acq_sha256:ecf00c20f83e3ace8ba2ecd0990f2715918a7adfb2316013722713de511c14be,62829,False,pass,,False,,,True,False,True,intake-qc-v1.4 canonical retention authority,True,intake-qc-v1.4,test-imp 1.1.4,2,canonical_retention_authority,accepted,True,True,True,retained,retained,False,,,,,,75.55944285714286,1.675,64.76935714285715,3.185,14.280261084886614,3.94,248.9993499999997,91.58170874999995,10.79008571428571,1.51,7.145752128666032,0.09457126546282525,10.856714285714304,54.86278885391976,3.94,True,2.315,2.415,14.73437142857143,0.16455215924641192,1.0514931653338293,1,1,1,1,21,True,
NiZ_Purple_60g,DataLog_1.csv,NiZ_Purple_60g/DataLog_1.csv,eab731e1c25b9d6ae234960c6425892b39ebe658674682b8cebc3777f1220984,42c7d5ba0b2d41e76bf84e0bd3029ad1ba39d584,acq_sha256:eab731e1c25b9d6ae234960c6425892b39ebe658674682b8cebc3777f1220984,59382,False,pass,,False,,,True,False,True,intake-qc-v1.4 canonical retention authority,True,intake-qc-v1.4,test-imp 1.1.4,2,canonical_retention_authority,accepted,True,True,True,retained,retained,False,,,,,,62.477085714285714,1.465,55.704457142857144,2.885,10.840180034005607,3.845,205.2903999999999,65.42667424999999,6.772628571428569,1.4199999999999997,4.7694567404426556,0.07633929601412401,7.803142857142831,52.50866687246487,3.845,True,1.8399999999999999,1.94,11.687514285714286,0.1720339796235148,0.945842563291139,1,1,1,1,21,True,
NiZ_Purple_60g,DataLog_2.csv,NiZ_Purple_60g/DataLog_2.csv,82cf82f84a3bf9226e67fbc87345d64ee4da2367f8d3866220b804568b38bffa,418706644ae6a991d303b90701fd315be0fad4ea,acq_sha256:82cf82f84a3bf9226e67fbc87345d64ee4da2367f8d3866220b804568b38bffa,61028,False,pass,,False,,,True,False,True,intake-qc-v1.4 canonical retention authority,True,intake-qc-v1.4,test-imp 1.1.4,2,canonical_retention_authority,accepted,True,True,True,retained,retained,False,,,,,,62.57624285714286,1.48,55.919114285714286,2.88,10.638428047887642,3.85,206.19583874999984,66.53256900000001,6.657128571428572,1.4,4.755091836734695,0.075988771770626,7.7347142857142615,53.07846109189953,3.85,True,1.975,2.075,11.730885714285716,0.17349686048623544,0.9398394574175819,1,1,1,1,21,True,
